EART,EvDateTime,EvType,AssoProt,Descr,RprProt,Proto,SpEvTyp
6308,1/22/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
534,12/11/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6324,12/11/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6325,12/12/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
5350,12/11/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6326,12/12/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6327,12/12/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
536,12/12/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6329,12/14/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6328,12/14/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6309,1/22/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6331,12/17/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6330,12/17/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
537,12/17/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6332,12/18/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
538,12/18/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6311,1/22/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6333,12/20/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6334,12/20/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6335,12/20/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6336,12/20/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
539,12/20/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6312,1/26/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6337,12/22/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6313,1/26/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6315,1/26/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6338,12/29/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6339,12/30/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6340,12/31/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6341,12/31/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
540,12/29/2024,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6342,1/1/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
541,1/31/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6344,1/1/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6343,1/1/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6317,1/26/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6345,1/2/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6346,1/2/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6347,1/5/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6348,1/7/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6350,1/10/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6349,1/10/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6351,1/13/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6352,1/13/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6353,1/15/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
544,1/15/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6354,1/16/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6355,1/19/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
545,1/19/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6356,1/20/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6357,1/21/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6358,1/22/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6359,1/22/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
6360,1/24/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
546,1/25/2025,Vaccination,,Bovilis Nasalgen 3-PMH,,,Bovilis Nasalgen 3-PMH
5819,2/2/2025,Enroll in protocol,,Bovilis L5 SQ - protocol open,,,Enroll in protocol
5928,2/2/2025,Enroll in protocol,,Bovilis L5 SQ - protocol open,,,Enroll in protocol
5960,2/2/2025,Enroll in protocol,,Bovilis L5 SQ - protocol open,,,Enroll in protocol
5943,2/2/2025,Enroll in protocol,,Bovilis L5 SQ - protocol open,,,Enroll in protocol
5427,12/8/2024,Enroll in protocol,,Bovilis L5 SQ - cancelled without completion,,,Enroll in protocol
5536,12/28/2024,Enroll in protocol,,Bovilis L5 SQ - cancelled without completion,,,Enroll in protocol
5618,1/5/2025,Enroll in protocol,,Bovilis L5 SQ - cancelled without completion,,,Enroll in protocol
5618,1/5/2025,Enroll in protocol,,Bovilis L5 SQ - cancelled without completion,,,Enroll in protocol
5503,9/1/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5503,9/6/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5572,9/1/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5572,9/6/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5876,9/12/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5718,9/1/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5718,9/12/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5876,9/1/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5198,9/12/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5198,9/6/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5878,9/7/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5878,9/12/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5897,9/12/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5909,9/8/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5909,9/12/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5637,9/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5637,9/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5897,9/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5621,9/8/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
5621,9/6/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5700,9/14/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5700,9/22/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5312,9/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5312,9/22/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5519,9/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5400,9/22/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5400,9/15/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
91709,9/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5519,9/22/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5899,9/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5734,9/22/2024,Vaccination,,BOVILIS L5 SQ,Double OVS 2PgF,,BOVILIS L5 SQ
5734,9/15/2024,Enroll in protocol,,Bovilis L5 SQ,Double OVS 2PgF,,Enroll in protocol
91709,9/22/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5901,9/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5899,9/22/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5901,9/22/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5911,9/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5911,9/22/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5478,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5478,9/27/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5277,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5499,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5277,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5729,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5499,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5729,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5885,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5885,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5889,10/10/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5889,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5817,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5860,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5817,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5865,9/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5860,10/10/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5865,10/10/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5422,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5422,10/6/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5759,10/6/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5759,10/10/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5403,10/6/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5403,10/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5877,10/13/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5877,10/17/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5888,10/13/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5888,10/17/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5728,10/17/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5728,10/13/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5595,10/19/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5595,10/24/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5919,10/17/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5919,10/20/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5757,10/17/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5757,10/20/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5774,10/20/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5870,10/17/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5870,10/20/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5774,10/22/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5914,10/17/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5914,10/20/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5396,10/27/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5396,10/31/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5758,11/7/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5758,11/3/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5916,11/21/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5916,11/3/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5934,11/3/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5934,11/21/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5923,11/10/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5923,11/14/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5908,11/10/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5908,11/14/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5742,11/10/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5742,11/14/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5922,11/17/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5922,11/14/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5935,11/14/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5935,11/17/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5715,11/29/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5722,11/24/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5722,12/19/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5516,11/24/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5516,11/29/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5715,11/24/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5930,11/30/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5930,12/19/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5735,12/13/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5735,12/2/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5937,12/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5528,12/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5558,12/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5558,12/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5460,12/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5460,12/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5528,12/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5910,12/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5910,12/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5937,12/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
86101,12/6/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
86101,12/8/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5664,12/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5664,12/13/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5906,12/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5941,12/13/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5906,12/13/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5907,12/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5907,12/13/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5941,12/15/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5944,12/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5387,12/22/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5387,12/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5938,12/22/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5938,12/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5944,12/22/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5446,12/22/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5446,12/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5875,12/24/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5875,12/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5913,12/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5913,12/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5271,12/29/2024,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5271,12/26/2024,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5948,1/5/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5948,1/10/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5745,1/5/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5745,1/10/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5940,1/10/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5940,1/12/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5505,1/10/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5505,1/12/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5815,1/12/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5933,1/10/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5933,1/12/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5815,1/10/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5522,1/25/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5522,1/19/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5752,1/25/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5752,1/19/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
20025,1/31/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
20025,1/20/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5895,1/25/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5917,1/26/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5917,1/25/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5895,1/26/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5666,1/25/2025,Vaccination,,BOVILIS L5 SQ,,,BOVILIS L5 SQ
5666,1/27/2025,Enroll in protocol,,Bovilis L5 SQ,,,Enroll in protocol
5984,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5976,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5991,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5702,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5850,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5490,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5821,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5692,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5434,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5830,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5685,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5577,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5370,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5677,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5994,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6006,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5384,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5992,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5997,9/19/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5608,9/19/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5833,9/19/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5986,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5966,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5604,9/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5837,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5972,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5995,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6004,9/12/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5475,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5974,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5673,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5684,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5532,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5437,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5999,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5474,9/10/2024,Vaccination,,Bovilis J-5,Reset GGPG,,Bovilis J-5
5474,10/4/2024,Vaccination,,Bovilis J-5,Reset GGPG,,Bovilis J-5
5606,9/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5606,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5665,9/10/2024,Vaccination,,Bovilis J-5,Reset GGPG,,Bovilis J-5
5665,10/4/2024,Vaccination,,Bovilis J-5,Reset GGPG,,Bovilis J-5
5591,10/4/2024,Vaccination,,Bovilis J-5,Double OVS 2PgF,,Bovilis J-5
5591,9/10/2024,Vaccination,,Bovilis J-5,Double OVS 2PgF,,Bovilis J-5
5849,9/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5849,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5681,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5681,9/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5976,9/26/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5984,9/26/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5950,9/22/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5810,9/26/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5991,9/26/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5990,9/26/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5958,9/26/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5998,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5805,10/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5854,10/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5854,9/18/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5814,10/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5814,9/18/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6009,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6002,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5648,10/6/2024,Vaccination,,Bovilis J-5,Reset GGPG,,Bovilis J-5
5967,10/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5975,10/6/2024,Vaccination,,Bovilis J-5,ReSync-GPG,,Bovilis J-5
5576,10/6/2024,Vaccination,,Bovilis J-5,Reset GGPG,,Bovilis J-5
5585,10/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6006,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5996,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5997,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
20027,10/18/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
20027,9/25/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5658,10/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6016,10/4/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6008,10/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5362,10/6/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
6018,10/18/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5983,10/10/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5963,10/17/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
5246,10/17/2024,Vaccination,,Bovilis J-5,,,Bovilis J-5
